StudentID,Stream,Gender,CGPA,CGPA_Tier,Internships,Projects,AptitudeScore,SoftSkillsRating,Backlogs,PlacementTraining,PlacementStatus
16345,CSE,Male,7.28,Medium,1,3,83,3.0,1,Yes,Placed
16346,ECE,Female,6.25,Low,0,1,62,1.9,2,Yes,NotPlaced
16347,CSE,Male,5.35,Low,1,0,38,2.5,2,Yes,NotPlaced
16348,MECH,Female,7.1,Medium,2,2,59,3.4,1,Yes,Placed
16349,MECH,Male,6.78,Medium,2,1,73,3.1,0,Yes,Placed
16350,ECE,Female,5.0,Low,0,0,48,2.3,3,No,NotPlaced
16351,EEE,Male,7.77,Medium,2,3,81,3.9,0,Yes,Placed
16352,MECH,Male,6.11,Low,1,2,44,3.2,1,Yes,Placed
16353,ECE,Female,6.91,Medium,1,2,53,3.4,0,No,NotPlaced
16354,ECE,Male,7.58,Medium,1,2,62,3.0,1,Yes,Placed
16355,EEE,Male,7.53,Medium,2,3,58,2.5,1,No,Placed
16356,ECE,Female,7.68,Medium,2,2,75,3.8,1,Yes,Placed
16357,CSE,Male,6.91,Medium,0,1,61,3.4,1,Yes,Placed
16358,ECE,Female,9.23,High,3,4,91,4.6,0,Yes,Placed
16359,ECE,Male,7.16,Medium,1,2,60,3.2,0,No,Placed
16360,MECH,Male,6.3,Low,1,1,50,2.7,2,No,NotPlaced
16361,CSE,Female,6.81,Medium,1,1,53,3.1,1,Yes,Placed
16362,CSE,Female,6.27,Low,0,2,65,2.7,1,Yes,Placed
16363,EEE,Male,7.14,Medium,1,2,55,2.5,2,No,Placed
16364,ECE,Male,7.11,Medium,2,3,67,4.1,1,No,Placed
16365,CSE,Female,6.71,Medium,0,2,58,2.5,2,Yes,Placed
16366,ECE,Female,6.49,Low,1,1,70,2.5,1,Yes,Placed
16367,MECH,Male,6.6,Medium,1,4,59,3.2,2,Yes,Placed
16368,CIVIL,Male,6.97,Medium,1,0,50,2.8,2,No,Placed
16369,CSE,Female,6.95,Medium,1,2,61,2.5,1,Yes,Placed
16370,CSE,Female,6.95,Medium,0,0,50,2.8,3,No,NotPlaced
16371,CSE,Female,9.51,High,3,4,74,4.0,0,Yes,Placed
16372,EEE,Male,8.85,High,3,5,84,4.3,0,Yes,Placed
16373,CSE,Male,6.94,Medium,1,3,57,3.1,1,No,Placed
16374,EEE,Male,8.07,High,1,1,60,3.7,1,No,Placed
16375,ECE,Female,6.54,Medium,1,3,63,3.3,1,No,Placed
16376,MECH,Female,7.88,Medium,2,3,77,4.4,0,Yes,Placed
16377,MECH,Male,7.5,Medium,0,2,58,3.8,1,No,Placed
16378,EEE,Female,6.86,Medium,0,1,64,2.3,2,Yes,Placed
16379,MECH,Male,6.85,Medium,2,2,65,3.8,1,Yes,Placed
16380,MECH,Male,7.65,Medium,1,2,72,4.4,1,Yes,Placed
16381,CSE,Male,6.0,Low,1,1,44,3.1,1,Yes,NotPlaced
16382,EEE,Male,5.0,Low,0,1,33,1.8,3,No,NotPlaced
16383,ECE,Female,7.15,Medium,0,2,64,2.5,1,Yes,Placed
16384,ECE,Female,6.83,Medium,2,2,78,3.4,3,Yes,Placed
16385,ECE,Female,8.07,High,0,2,77,2.8,2,No,Placed
16386,CSE,Male,6.32,Low,1,2,65,3.3,1,Yes,Placed
16387,CSE,Male,6.62,Medium,2,2,58,3.1,0,Yes,Placed
16388,MECH,Male,5.81,Low,0,0,30,1.0,3,No,NotPlaced
16389,CSE,Male,7.24,Medium,2,2,62,4.1,1,Yes,Placed
16390,CIVIL,Female,6.72,Medium,1,2,64,3.3,1,No,Placed
16391,MECH,Male,7.33,Medium,1,2,52,2.8,1,Yes,NotPlaced
16392,CSE,Male,7.83,Medium,1,5,67,2.5,0,No,Placed
16393,CSE,Female,7.57,Medium,1,2,79,3.3,1,Yes,Placed
16394,CSE,Male,7.15,Medium,1,1,55,2.7,2,Yes,NotPlaced
16395,CSE,Male,7.53,Medium,2,2,52,4.1,1,Yes,Placed
16396,ECE,Male,7.35,Medium,1,2,79,3.7,0,No,Placed
16397,CSE,Male,8.71,High,2,3,88,4.9,0,Yes,Placed
16398,EEE,Male,6.72,Medium,1,2,52,2.3,1,No,NotPlaced
16399,EEE,Female,7.66,Medium,2,2,62,3.6,0,Yes,NotPlaced
16400,ECE,Male,6.09,Low,1,3,52,2.6,3,No,Placed
16401,CIVIL,Male,6.13,Low,1,3,46,2.5,1,No,Placed
16402,ECE,Female,7.17,Medium,1,3,46,2.9,1,Yes,NotPlaced
16403,CSE,Male,8.05,High,2,2,64,2.6,1,Yes,Placed
16404,ECE,Female,8.03,High,2,3,75,3.9,1,No,Placed
16405,EEE,Male,7.36,Medium,2,1,57,2.9,1,Yes,Placed
16406,CIVIL,Female,7.03,Medium,2,3,70,4.4,0,Yes,NotPlaced
16407,MECH,Male,8.8,High,2,4,95,4.5,0,Yes,Placed
16408,ECE,Female,5.0,Low,0,1,48,1.5,3,Yes,NotPlaced
16409,ECE,Female,7.62,Medium,1,3,77,3.2,0,No,Placed
16410,CSE,Male,6.95,Medium,1,1,54,2.3,3,No,NotPlaced
16411,CIVIL,Female,7.13,Medium,2,3,66,3.7,0,No,Placed
16412,EEE,Female,7.05,Medium,2,2,62,2.9,1,Yes,Placed
16413,MECH,Male,7.61,Medium,1,3,69,3.4,1,No,Placed
16414,CSE,Male,6.49,Low,1,2,64,3.1,2,Yes,Placed
16415,CSE,Male,7.71,Medium,1,3,70,3.3,0,No,Placed
16416,MECH,Male,6.43,Low,0,1,55,2.9,2,No,Placed
16417,CSE,Female,8.0,High,1,3,67,3.3,0,Yes,Placed
16418,EEE,Female,5.0,Low,0,0,31,1.3,3,No,NotPlaced
16419,EEE,Male,6.74,Medium,1,3,63,2.9,1,Yes,NotPlaced
16420,EEE,Female,7.28,Medium,2,1,60,3.4,1,Yes,Placed
16421,ECE,Male,7.24,Medium,2,2,62,2.3,0,No,Placed
16422,CSE,Male,7.87,Medium,2,2,64,3.5,0,Yes,Placed
16423,ECE,Male,8.52,High,2,3,81,3.2,0,No,Placed
16424,MECH,Female,6.7,Medium,0,2,65,2.4,3,No,Placed
16425,CSE,Female,8.38,High,2,2,69,2.3,2,No,Placed
16426,MECH,Male,5.37,Low,0,0,47,2.2,2,Yes,NotPlaced
16427,CSE,Male,8.38,High,2,3,66,3.3,0,Yes,Placed
16428,ECE,Male,6.96,Medium,1,0,54,2.2,1,No,Placed
16429,CSE,Female,8.63,High,3,3,77,3.9,0,Yes,Placed
16430,CIVIL,Male,7.73,Medium,1,3,68,3.0,1,No,Placed
16431,CSE,Male,7.32,Medium,1,1,61,2.9,0,No,Placed
16432,EEE,Male,6.57,Medium,0,3,40,2.4,3,No,Placed
16433,MECH,Female,8.2,High,2,2,79,4.2,0,Yes,Placed
16434,CIVIL,Female,6.1,Low,1,1,53,2.4,2,Yes,NotPlaced
16435,ECE,Male,8.95,High,3,4,89,4.1,0,Yes,Placed
16436,CIVIL,Male,5.61,Low,0,1,34,3.1,3,No,NotPlaced
16437,ECE,Male,5.0,Low,0,1,38,2.5,4,No,NotPlaced
16438,MECH,Male,6.01,Low,0,2,48,2.3,3,Yes,NotPlaced
16439,ECE,Male,7.07,Medium,1,2,53,3.3,1,Yes,Placed
16440,MECH,Male,6.94,Medium,1,3,62,2.9,2,No,Placed
16441,EEE,Male,6.02,Low,0,3,47,2.5,2,No,NotPlaced
16442,EEE,Male,6.24,Low,0,1,49,3.2,2,No,NotPlaced
16443,CSE,Male,5.0,Low,0,0,24,1.1,3,No,NotPlaced
16444,CSE,Male,8.32,High,3,3,76,2.7,0,No,Placed
16445,CSE,Male,5.71,Low,1,1,46,2.7,1,No,Placed
16446,EEE,Male,5.98,Low,0,0,49,1.6,3,Yes,NotPlaced
16447,CSE,Female,7.81,Medium,2,1,62,2.1,2,Yes,Placed
16448,CSE,Male,5.72,Low,0,2,47,2.3,2,No,NotPlaced
16449,ECE,Male,6.84,Medium,1,0,48,1.5,3,No,NotPlaced
16450,MECH,Male,6.23,Low,1,2,59,3.1,0,Yes,Placed
16451,CSE,Female,7.75,Medium,1,3,65,3.4,0,No,Placed
16452,EEE,Male,8.55,High,1,3,68,3.2,0,Yes,Placed
16453,ECE,Male,7.09,Medium,1,1,56,3.6,1,No,Placed
16454,CIVIL,Male,10.0,High,3,5,96,4.2,0,Yes,Placed
16455,CSE,Female,6.59,Medium,1,1,49,2.2,2,No,NotPlaced
16456,EEE,Male,8.07,High,1,2,68,3.0,0,Yes,Placed
16457,ECE,Female,6.14,Low,1,0,60,2.4,2,No,Placed
16458,CSE,Female,7.68,Medium,1,3,63,4.0,1,No,NotPlaced
16459,CIVIL,Female,8.05,High,2,4,75,4.7,0,No,Placed
16460,MECH,Male,8.36,High,2,2,66,3.5,1,Yes,Placed
16461,CSE,Male,7.0,Medium,1,2,71,3.2,2,No,Placed
16462,MECH,Male,6.2,Low,0,2,50,2.8,3,No,Placed
16463,MECH,Male,5.6,Low,0,1,47,3.1,2,No,NotPlaced
16464,MECH,Male,5.95,Low,0,1,43,1.8,2,No,NotPlaced
16465,ECE,Female,8.07,High,1,2,63,2.7,0,No,Placed
16466,CSE,Male,7.53,Medium,2,2,61,3.4,1,No,Placed
16467,CIVIL,Female,5.12,Low,0,1,37,1.3,3,Yes,NotPlaced
16468,CSE,Male,6.88,Medium,0,2,69,2.8,0,No,Placed
16469,CSE,Male,5.13,Low,0,1,28,2.1,2,Yes,NotPlaced
16470,MECH,Male,7.22,Medium,1,2,66,3.2,1,Yes,Placed
16471,CSE,Female,6.47,Low,0,2,70,3.3,1,Yes,Placed
16472,CIVIL,Male,7.15,Medium,1,1,61,3.3,2,No,NotPlaced
16473,ECE,Male,6.74,Medium,0,2,69,3.3,1,Yes,NotPlaced
16474,CSE,Male,6.76,Medium,1,3,72,3.0,0,Yes,Placed
16475,MECH,Male,8.0,High,1,3,76,4.0,1,Yes,Placed
16476,CSE,Male,6.16,Low,0,2,39,2.7,2,Yes,NotPlaced
16477,ECE,Male,9.94,High,3,5,97,4.5,0,No,Placed
16478,CIVIL,Male,6.5,Medium,1,3,50,3.2,1,No,Placed
16479,CSE,Male,7.82,Medium,2,4,63,3.9,0,No,Placed
16480,MECH,Female,7.08,Medium,1,2,54,2.6,2,No,NotPlaced
16481,ECE,Male,5.58,Low,0,0,31,2.8,3,Yes,NotPlaced
16482,MECH,Female,7.2,Medium,2,3,58,3.1,1,Yes,Placed
16483,CSE,Male,5.63,Low,0,1,50,2.0,2,No,Placed
16484,MECH,Male,7.41,Medium,2,4,77,3.8,0,No,Placed
16485,MECH,Male,7.96,Medium,1,3,72,2.9,0,Yes,NotPlaced
16486,CSE,Male,7.94,Medium,1,4,76,3.3,1,No,Placed
16487,EEE,Male,6.32,Low,1,2,61,3.1,2,No,Placed
16488,ECE,Female,7.95,Medium,1,2,76,3.5,1,Yes,Placed
16489,CSE,Female,7.88,Medium,2,3,74,3.9,0,Yes,Placed
16490,CSE,Female,7.38,Medium,2,2,59,3.0,1,No,Placed
16491,ECE,Male,6.67,Medium,0,1,49,2.7,1,No,NotPlaced
16492,ECE,Male,6.44,Low,0,1,48,2.3,1,No,Placed
16493,CSE,Male,7.62,Medium,1,2,64,3.8,1,Yes,Placed
16494,MECH,Female,6.52,Medium,0,3,58,2.9,1,No,NotPlaced
16495,ECE,Male,7.43,Medium,1,2,71,2.8,2,No,Placed
16496,EEE,Male,5.22,Low,0,1,34,2.3,3,Yes,NotPlaced
16497,CSE,Male,5.48,Low,0,0,27,1.5,2,Yes,Placed
16498,CSE,Female,7.21,Medium,0,2,47,3.2,1,No,Placed
16499,CSE,Male,7.33,Medium,2,3,64,3.8,0,No,Placed
16500,CSE,Male,5.0,Low,0,0,30,1.0,3,No,NotPlaced
16501,CSE,Female,9.48,High,3,5,100,4.2,0,Yes,Placed
16502,CSE,Male,6.83,Medium,2,2,83,3.8,0,No,Placed
16503,CSE,Male,8.06,High,3,3,66,4.5,1,No,Placed
16504,CSE,Male,6.13,Low,0,3,65,3.0,1,Yes,Placed
16505,EEE,Female,7.41,Medium,0,2,51,2.8,1,Yes,NotPlaced
16506,CSE,Male,6.92,Medium,1,2,82,3.3,0,Yes,Placed
16507,EEE,Female,5.95,Low,1,1,56,3.3,2,Yes,Placed
16508,MECH,Female,7.26,Medium,1,2,62,2.6,1,Yes,NotPlaced
16509,ECE,Female,7.89,Medium,1,2,63,2.6,0,Yes,NotPlaced
16510,CIVIL,Male,7.86,Medium,1,4,77,3.1,0,Yes,Placed
16511,CIVIL,Male,6.79,Medium,0,1,58,2.7,2,Yes,Placed
16512,ECE,Male,7.42,Medium,1,3,68,3.2,1,Yes,Placed
16513,EEE,Female,6.91,Medium,1,2,59,3.7,1,Yes,Placed
16514,EEE,Male,7.72,Medium,2,3,71,2.9,2,No,Placed
16515,CSE,Female,6.02,Low,1,0,49,2.9,2,No,NotPlaced
16516,CIVIL,Female,7.87,Medium,1,3,74,3.5,1,No,Placed
16517,ECE,Male,7.0,Medium,2,2,62,3.5,1,Yes,Placed
16518,EEE,Female,8.73,High,3,3,85,3.8,0,Yes,Placed
16519,MECH,Male,7.53,Medium,0,2,53,3.1,1,Yes,NotPlaced
16520,MECH,Male,8.2,High,1,3,74,3.7,1,No,Placed
16521,CIVIL,Male,7.23,Medium,2,2,60,2.5,1,No,NotPlaced
16522,ECE,Male,8.06,High,2,3,71,3.2,0,No,Placed
16523,MECH,Male,5.13,Low,0,0,26,2.2,3,No,NotPlaced
16524,EEE,Female,7.68,Medium,1,4,69,4.4,1,Yes,Placed
16525,ECE,Male,6.75,Medium,0,2,55,3.4,0,No,Placed
16526,CSE,Male,5.5,Low,0,2,46,1.5,1,No,NotPlaced
16527,CSE,Female,8.6,High,1,4,71,3.2,0,Yes,Placed
16528,MECH,Male,8.19,High,3,3,64,3.5,0,Yes,Placed
16529,MECH,Male,6.0,Low,1,2,58,2.8,2,No,NotPlaced
16530,EEE,Female,7.1,Medium,0,3,56,2.9,2,No,Placed
16531,CSE,Female,6.78,Medium,1,4,52,3.0,3,No,NotPlaced
16532,MECH,Male,8.4,High,2,4,84,3.4,0,Yes,Placed
16533,EEE,Male,6.36,Low,1,2,45,2.3,2,No,NotPlaced
16534,CIVIL,Female,6.77,Medium,2,1,58,2.6,2,Yes,NotPlaced
16535,CIVIL,Male,7.51,Medium,1,4,73,2.9,1,No,Placed
16536,CSE,Male,6.11,Low,0,1,49,2.3,2,No,Placed
16537,ECE,Male,7.82,Medium,2,4,63,2.8,1,No,Placed
16538,MECH,Male,5.93,Low,1,1,47,2.6,2,No,NotPlaced
16539,ECE,Male,7.32,Medium,2,1,56,2.6,0,No,Placed
16540,MECH,Female,6.14,Low,1,0,39,2.2,2,Yes,Placed
16541,CSE,Male,5.87,Low,1,2,41,3.1,2,Yes,NotPlaced
16542,ECE,Male,5.5,Low,0,1,41,1.0,3,Yes,NotPlaced
16543,MECH,Female,6.37,Low,1,2,59,2.4,0,Yes,Placed
16544,ECE,Male,7.42,Medium,1,2,59,2.8,1,Yes,Placed
16545,ECE,Female,5.76,Low,1,1,47,2.6,2,Yes,Placed
16546,CSE,Male,6.52,Medium,1,1,47,3.7,2,No,Placed
16547,ECE,Male,6.62,Medium,1,1,57,3.2,2,No,Placed
16548,CSE,Female,7.19,Medium,1,3,74,3.2,1,Yes,Placed
16549,MECH,Male,6.22,Low,0,2,35,3.1,1,No,NotPlaced
16550,CSE,Male,6.93,Medium,2,3,68,3.7,1,Yes,Placed
16551,MECH,Male,7.27,Medium,1,3,76,3.0,0,No,Placed
16552,ECE,Female,7.57,Medium,3,3,93,3.9,0,No,Placed
16553,CSE,Male,9.29,High,2,3,77,3.8,0,Yes,Placed
16554,ECE,Female,7.95,Medium,1,4,69,3.8,1,No,Placed
16555,CSE,Male,6.93,Medium,1,3,54,3.0,0,No,NotPlaced
16556,CSE,Male,7.54,Medium,1,4,82,3.9,0,No,Placed
16557,CSE,Female,8.39,High,2,3,68,3.2,0,No,Placed
16558,ECE,Male,9.25,High,2,5,88,5.0,0,Yes,Placed
16559,ECE,Male,5.88,Low,0,1,50,2.8,2,Yes,NotPlaced
16560,CIVIL,Female,6.39,Low,1,2,50,1.9,1,Yes,Placed
16561,EEE,Male,5.95,Low,1,1,60,2.7,2,Yes,NotPlaced
16562,MECH,Male,7.11,Medium,2,1,59,2.8,0,Yes,Placed
16563,ECE,Male,7.12,Medium,1,1,53,3.0,2,Yes,Placed
16564,CSE,Female,6.35,Low,0,1,51,2.5,3,Yes,Placed
16565,EEE,Male,5.97,Low,0,1,43,2.5,3,No,NotPlaced
16566,CSE,Male,7.17,Medium,1,1,55,3.3,2,No,NotPlaced
16567,ECE,Female,7.24,Medium,2,2,67,4.0,1,No,Placed
16568,CSE,Male,7.47,Medium,1,3,52,3.3,2,No,Placed
16569,EEE,Female,7.46,Medium,1,2,63,3.5,0,Yes,Placed
16570,ECE,Male,7.67,Medium,2,3,72,4.3,0,Yes,Placed
16571,MECH,Female,7.33,Medium,2,2,74,3.0,1,No,Placed
16572,ECE,Female,8.14,High,2,2,63,3.6,0,No,Placed
16573,ECE,Male,7.73,Medium,2,4,75,3.5,0,No,Placed
16574,ECE,Female,7.21,Medium,2,3,60,3.3,0,No,Placed
16575,MECH,Male,5.17,Low,0,0,51,1.5,3,No,NotPlaced
16576,CSE,Male,6.39,Low,1,2,45,2.6,3,No,NotPlaced
16577,CSE,Male,5.58,Low,1,0,41,2.4,2,No,NotPlaced
16578,CIVIL,Female,6.18,Low,1,2,55,2.8,2,No,Placed
16579,CIVIL,Male,6.65,Medium,1,3,53,2.3,1,No,Placed
16580,CSE,Female,6.84,Medium,2,3,67,3.3,2,No,Placed
16581,CIVIL,Male,5.0,Low,0,0,31,1.0,3,No,NotPlaced
16582,EEE,Female,7.43,Medium,0,1,72,2.1,1,Yes,Placed
16583,CSE,Male,6.41,Low,0,0,43,1.7,3,No,NotPlaced
16584,CSE,Male,6.6,Medium,0,0,47,3.2,3,Yes,NotPlaced
16585,CSE,Male,6.02,Low,0,1,43,2.2,2,Yes,NotPlaced
16586,CIVIL,Female,8.67,High,1,3,68,2.9,1,Yes,Placed
16587,ECE,Male,5.63,Low,1,1,41,2.1,2,No,NotPlaced
16588,ECE,Male,5.64,Low,0,1,49,1.5,2,No,NotPlaced
16589,CSE,Female,7.0,Medium,1,3,79,2.0,1,Yes,Placed
16590,MECH,Male,7.0,Medium,1,2,61,3.3,1,Yes,Placed
16591,CSE,Male,7.72,Medium,1,3,63,3.2,0,No,Placed
16592,ECE,Male,6.82,Medium,0,2,70,2.9,2,No,Placed
16593,CSE,Male,6.96,Medium,0,1,64,3.1,0,Yes,Placed
16594,CSE,Female,6.39,Low,1,3,45,3.0,1,No,NotPlaced
16595,CSE,Female,6.79,Medium,1,3,54,2.9,2,No,Placed
16596,CIVIL,Male,7.88,Medium,1,2,70,2.9,1,Yes,NotPlaced
16597,CSE,Male,7.11,Medium,2,3,79,3.1,0,No,Placed
16598,EEE,Female,6.41,Low,0,2,57,2.5,1,No,Placed
16599,ECE,Female,7.9,Medium,1,2,63,3.0,1,Yes,NotPlaced
16600,CIVIL,Male,6.22,Low,0,1,63,3.2,1,Yes,Placed
16601,CSE,Male,6.87,Medium,1,1,42,3.7,3,No,NotPlaced
16602,CSE,Female,8.41,High,2,3,66,3.7,0,Yes,Placed
16603,EEE,Male,6.3,Low,1,2,49,3.5,1,No,Placed
16604,CSE,Male,7.25,Medium,1,4,59,3.5,1,Yes,Placed
16605,CSE,Male,6.61,Medium,0,2,40,2.5,2,No,Placed
16606,CIVIL,Male,7.87,Medium,1,2,67,2.7,1,No,NotPlaced
16607,EEE,Female,7.64,Medium,2,2,71,3.5,1,No,Placed
16608,EEE,Female,5.98,Low,1,2,43,2.4,2,Yes,Placed
16609,CSE,Male,8.1,High,1,1,64,3.7,2,No,Placed
16610,ECE,Female,7.73,Medium,1,3,61,3.3,0,No,Placed
16611,EEE,Female,6.81,Medium,1,2,54,2.7,2,No,Placed
16612,MECH,Female,6.82,Medium,1,3,55,2.6,1,No,Placed
16613,EEE,Male,7.71,Medium,2,2,68,3.1,1,Yes,Placed
16614,ECE,Female,7.26,Medium,1,4,63,2.6,1,Yes,Placed
16615,ECE,Female,6.72,Medium,1,1,64,3.1,1,No,Placed
16616,EEE,Male,6.81,Medium,1,3,64,2.4,0,No,Placed
16617,ECE,Male,6.14,Low,0,1,61,2.3,0,Yes,Placed
16618,CIVIL,Male,7.86,Medium,1,2,71,3.2,0,No,Placed
16619,EEE,Male,6.53,Medium,0,1,47,2.9,2,No,Placed
16620,CSE,Male,7.28,Medium,1,3,60,2.8,1,No,Placed
16621,EEE,Female,7.87,Medium,2,4,72,3.0,0,Yes,Placed
16622,EEE,Male,6.93,Medium,0,1,51,3.1,2,No,NotPlaced
16623,EEE,Female,7.83,Medium,1,2,67,3.3,1,Yes,Placed
16624,ECE,Male,8.07,High,1,4,82,3.7,1,Yes,Placed
16625,ECE,Female,7.13,Medium,2,2,55,2.6,1,No,NotPlaced
16626,CSE,Female,7.83,Medium,2,4,69,4.0,0,No,Placed
16627,MECH,Male,7.1,Medium,2,2,65,3.4,1,No,Placed
16628,MECH,Male,6.97,Medium,1,2,66,2.8,2,Yes,NotPlaced
16629,ECE,Female,7.57,Medium,1,1,75,3.5,1,No,Placed
16630,EEE,Male,7.25,Medium,1,2,60,2.5,2,No,Placed
16631,EEE,Female,7.09,Medium,2,2,54,3.6,0,No,Placed
16632,CSE,Male,7.54,Medium,1,2,65,3.6,0,Yes,NotPlaced
16633,CSE,Male,5.51,Low,0,1,42,2.6,3,Yes,NotPlaced
16634,ECE,Male,5.17,Low,0,1,45,3.5,2,No,NotPlaced
16635,CSE,Male,5.82,Low,1,2,53,2.4,3,No,NotPlaced
16636,CSE,Male,5.85,Low,0,1,41,2.7,3,Yes,NotPlaced
16637,CSE,Male,6.77,Medium,1,1,58,2.9,0,No,Placed
16638,ECE,Male,7.71,Medium,1,2,65,3.9,0,No,NotPlaced
16639,CSE,Female,7.32,Medium,1,3,82,3.5,0,Yes,Placed
16640,MECH,Female,6.56,Medium,1,2,64,2.9,2,No,NotPlaced
16641,MECH,Male,7.79,Medium,2,3,84,3.4,1,No,Placed
16642,ECE,Female,6.67,Medium,1,2,56,2.0,2,Yes,Placed
16643,CIVIL,Male,7.44,Medium,0,2,61,2.5,2,No,Placed
16644,CIVIL,Male,7.53,Medium,3,3,73,3.1,0,Yes,Placed
16645,MECH,Male,6.34,Low,1,1,48,2.7,0,Yes,Placed
16646,CIVIL,Female,7.25,Medium,1,3,71,3.0,1,Yes,Placed
16647,EEE,Male,8.52,High,2,2,65,3.3,1,Yes,Placed
16648,CSE,Male,8.84,High,3,5,96,3.7,0,Yes,Placed
16649,MECH,Female,5.25,Low,0,1,27,1.6,3,Yes,NotPlaced
16650,ECE,Male,6.35,Low,0,2,53,2.3,2,No,Placed
16651,CSE,Male,7.72,Medium,2,3,67,3.9,0,Yes,Placed
16652,CSE,Female,7.15,Medium,1,3,70,2.9,0,No,Placed
16653,CSE,Male,6.55,Medium,0,2,60,2.6,1,Yes,Placed
16654,CSE,Male,6.59,Medium,0,1,62,2.2,1,Yes,Placed
16655,CIVIL,Female,5.17,Low,0,1,47,1.8,2,No,NotPlaced
16656,EEE,Male,7.72,Medium,1,2,66,3.8,0,Yes,Placed
16657,CSE,Female,8.72,High,3,4,95,3.2,0,Yes,Placed
16658,CSE,Male,8.61,High,3,3,80,3.4,1,Yes,Placed
16659,CSE,Female,9.31,High,2,4,92,4.1,0,Yes,Placed
16660,CSE,Male,6.01,Low,1,1,61,3.1,2,Yes,Placed
16661,CIVIL,Female,6.75,Medium,0,2,39,2.6,2,No,NotPlaced
16662,CSE,Male,6.06,Low,1,1,56,2.5,2,No,Placed
16663,MECH,Male,5.91,Low,0,2,62,3.0,1,Yes,NotPlaced
16664,EEE,Female,7.28,Medium,1,2,52,3.6,1,Yes,NotPlaced
16665,CSE,Male,7.62,Medium,2,2,59,3.2,1,Yes,Placed
16666,MECH,Female,7.03,Medium,1,2,52,2.9,1,Yes,Placed
16667,MECH,Female,8.62,High,1,2,72,3.1,0,Yes,Placed
16668,CSE,Female,6.12,Low,0,2,44,2.7,1,No,Placed
16669,EEE,Male,6.26,Low,0,2,59,2.9,2,Yes,Placed
16670,MECH,Female,7.64,Medium,2,3,67,4.0,0,Yes,Placed
16671,CSE,Female,8.88,High,3,2,88,3.4,0,Yes,Placed
16672,ECE,Female,7.49,Medium,1,1,53,2.7,2,Yes,NotPlaced
16673,ECE,Male,6.73,Medium,0,2,55,3.3,2,No,Placed
16674,CSE,Female,7.71,Medium,1,3,64,2.9,1,Yes,Placed
16675,CSE,Female,7.76,Medium,1,3,70,3.3,0,Yes,Placed
16676,MECH,Male,6.05,Low,0,1,52,2.8,2,No,NotPlaced
16677,EEE,Female,7.52,Medium,1,1,55,3.5,2,Yes,Placed
16678,EEE,Male,6.02,Low,0,2,50,2.7,2,Yes,Placed
16679,MECH,Male,5.83,Low,0,1,51,3.5,2,Yes,NotPlaced
16680,CIVIL,Male,8.0,High,2,3,71,3.9,0,No,Placed
16681,CIVIL,Male,8.96,High,1,3,64,4.5,0,Yes,Placed
16682,MECH,Male,5.55,Low,0,1,41,2.7,3,No,NotPlaced
16683,CIVIL,Male,7.22,Medium,1,2,60,3.3,2,No,NotPlaced
16684,ECE,Male,7.13,Medium,1,3,66,3.5,1,Yes,Placed
16685,CSE,Female,6.42,Low,0,1,51,2.4,2,No,Placed
16686,ECE,Male,6.02,Low,0,2,52,2.7,2,No,Placed
16687,ECE,Male,7.09,Medium,1,3,61,3.1,2,Yes,Placed
16688,CIVIL,Male,6.69,Medium,1,2,49,1.9,2,No,NotPlaced
16689,CSE,Male,7.53,Medium,2,4,65,2.9,0,No,Placed
16690,MECH,Male,6.72,Medium,1,3,49,2.4,2,Yes,Placed
16691,CSE,Female,8.22,High,2,2,64,3.2,1,Yes,Placed
16692,CSE,Male,8.26,High,3,4,83,3.5,0,Yes,Placed
16693,CSE,Female,7.63,Medium,1,2,59,3.6,0,No,Placed
16694,CSE,Female,7.06,Medium,0,2,56,2.7,1,No,Placed
16695,MECH,Female,5.81,Low,0,0,37,1.2,2,Yes,NotPlaced
16696,CSE,Female,7.92,Medium,2,3,88,3.4,0,Yes,Placed
16697,CSE,Female,8.85,High,1,2,76,3.3,1,Yes,Placed
16698,CIVIL,Female,8.95,High,2,4,73,3.8,0,No,Placed
16699,CSE,Male,7.41,Medium,1,2,74,2.5,1,Yes,Placed
16700,ECE,Male,6.64,Medium,2,2,66,3.3,2,No,Placed
16701,ECE,Female,7.13,Medium,1,2,72,3.5,1,No,NotPlaced
16702,EEE,Female,5.74,Low,1,2,45,3.1,2,No,Placed
16703,CSE,Male,6.74,Medium,2,1,58,3.6,2,Yes,NotPlaced
16704,CIVIL,Male,6.11,Low,0,1,46,2.2,2,Yes,NotPlaced
16705,EEE,Male,6.8,Medium,1,2,64,2.7,0,No,Placed
16706,CSE,Female,6.44,Low,1,1,52,2.8,0,No,Placed
16707,CIVIL,Male,7.55,Medium,1,3,50,3.0,2,No,Placed
16708,CIVIL,Female,6.75,Medium,0,2,45,3.2,3,Yes,NotPlaced
16709,ECE,Male,6.7,Medium,0,0,35,3.0,3,No,NotPlaced
16710,MECH,Male,6.92,Medium,1,3,61,2.6,2,Yes,NotPlaced
16711,ECE,Male,7.53,Medium,1,1,50,3.3,2,No,Placed
16712,MECH,Female,7.58,Medium,2,3,70,3.6,1,Yes,Placed
16713,CSE,Male,6.79,Medium,0,3,64,2.4,1,Yes,NotPlaced
16714,MECH,Male,7.8,Medium,2,4,75,2.9,0,Yes,Placed
